feature_set_name,safe_model_feature_name,AARRR_stage,feature_family,timing_family,promotion_n,nonpromotion_n,standardized_mean_difference,missing_count,caveat_flag,caveat_reason,needs_user_review,interpretation_guardrail,promotion_rate,nonpromotion_rate,rate_diff_promotion_minus_nonpromotion,relative_rate_ratio
conservative_safe_22,is_cold_start_3d_fixed,Activation,onboarding_cold_start_fixed,day0_early_observation,11904,11175,-0.00802178104268119,0,True,Fixed cold_start feature generated from row-level first watch timing; original cold_start fields are not model features.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.38499663978494625,0.3889038031319911,-0.003907163347044829,0.9899533938326678
conservative_safe_22,is_cold_start_7d_fixed,Activation,onboarding_cold_start_fixed,day0_early_observation,11904,11175,-0.012994487609611652,0,True,Fixed cold_start feature generated from row-level first watch timing; original cold_start fields are not model features.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.6348286290322581,0.6410738255033557,-0.006245196471097558,0.9902582257726807
conservative_safe_22,is_only_w1,Activation,early_week1_watch_behavior,week1,11904,11175,-0.015995484742904603,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.09652217741935484,0.10129753914988815,-0.004775361730533306,0.9528580677219879
conservative_safe_22,is_only_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.022759539812692037,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.07669690860215053,0.08286353467561522,-0.006166626073464687,0.9255809434438792
conservative_safe_22,is_only_w3,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.0199097451297839,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.10315860215053764,0.09718120805369128,0.005977394096846361,1.0615077154993169
conservative_safe_22,is_w1_over_50pct,Activation,early_week1_watch_behavior,week1,11904,11175,-0.0024603568781070106,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.2914986559139785,0.29261744966442954,-0.0011187937504510415,0.9961765993390549
conservative_safe_22,is_w2_over_50pct,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.006131626939123557,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.26226478494623656,0.26496644295302013,-0.0027016580067835694,0.9898037729733852
conservative_safe_22,is_w3_over_50pct,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.0017639569095951049,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.28410618279569894,0.2833109619686801,0.0007952208270188277,1.002806883367636
expanded_feature_set,is_basic,Acquisition_context,membership_context,registration_or_payment_context,11904,11175,-0.11179773005970153,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.6036626344086021,0.6575391498881432,-0.05387651547954109,0.9180634103859728
expanded_feature_set,is_churn_prevented,Retention_context,historical_churn_prevention_context,historical_context,11904,11175,-0.1265347109374024,0,True,Historical ever-benefited churn prevention flag; do not interpret as current-cycle outcome.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.15641801075268819,0.20501118568232662,-0.04859317492963844,0.76297305550471
expanded_feature_set,is_cold_start_3d_fixed,Activation,onboarding_cold_start_fixed,day0_early_observation,11904,11175,-0.00802178104268119,0,True,Fixed cold_start feature generated from row-level first watch timing; original cold_start fields are not model features.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.38499663978494625,0.3889038031319911,-0.003907163347044829,0.9899533938326678
expanded_feature_set,is_cold_start_7d_fixed,Activation,onboarding_cold_start_fixed,day0_early_observation,11904,11175,-0.012994487609611652,0,True,Fixed cold_start feature generated from row-level first watch timing; original cold_start fields are not model features.,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.6348286290322581,0.6410738255033557,-0.006245196471097558,0.9902582257726807
expanded_feature_set,is_female,Needs_user_review,profile_context_needs_review,membership_context,11904,11175,0.3514359902560801,0,False,,True,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.6185315860215054,0.4458165548098434,0.17271503121166198,1.3874127807688323
expanded_feature_set,is_male,Needs_user_review,profile_context_needs_review,membership_context,11904,11175,0.30558603414197527,0,False,,True,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.3812163978494624,0.24134228187919463,0.13987411597026775,1.5795673881971606
expanded_feature_set,is_only_w1,Activation,early_week1_watch_behavior,week1,11904,11175,-0.015995484742904603,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.09652217741935484,0.10129753914988815,-0.004775361730533306,0.9528580677219879
expanded_feature_set,is_only_w2,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.022759539812692037,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.07669690860215053,0.08286353467561522,-0.006166626073464687,0.9255809434438792
expanded_feature_set,is_only_w3,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.0199097451297839,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.10315860215053764,0.09718120805369128,0.005977394096846361,1.0615077154993169
expanded_feature_set,is_premium,Acquisition_context,membership_context,registration_or_payment_context,11904,11175,0.35062926889431273,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.22521841397849462,0.09807606263982104,0.12714235133867358,2.296364759315399
expanded_feature_set,is_standard,Acquisition_context,membership_context,registration_or_payment_context,11904,11175,-0.18132481757764463,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.17111895161290322,0.2443847874720358,-0.07326583585913257,0.7002029601882803
expanded_feature_set,is_user_verified,Needs_user_review,profile_context_needs_review,membership_context,11904,11175,1.322578681085832,0,False,,True,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",1.0,0.5334228187919463,0.4665771812080537,1.8746854554604933
expanded_feature_set,is_w1_over_50pct,Activation,early_week1_watch_behavior,week1,11904,11175,-0.0024603568781070106,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.2914986559139785,0.29261744966442954,-0.0011187937504510415,0.9961765993390549
expanded_feature_set,is_w2_over_50pct,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,-0.006131626939123557,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.26226478494623656,0.26496644295302013,-0.0027016580067835694,0.9898037729733852
expanded_feature_set,is_w3_over_50pct,Retention,usage_retention_behavior,multi_week_or_aggregate_observation,11904,11175,0.0017639569095951049,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.28410618279569894,0.2833109619686801,0.0007952208270188277,1.002806883367636
expanded_feature_set,payment_is_android,Acquisition_context,membership_context,registration_or_payment_context,11904,11175,0.2046698998599084,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.5181451612903226,0.41655480984340043,0.10159035144692219,1.2438823152350924
expanded_feature_set,payment_is_ios,Acquisition_context,membership_context,registration_or_payment_context,11904,11175,-1.0187395091217883,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.0,0.34165548098434007,-0.34165548098434007,0.0
expanded_feature_set,payment_is_mobile,Acquisition_context,membership_context,registration_or_payment_context,11904,11175,0.4135629341503863,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.22521841397849462,0.0796420581655481,0.14557635581294653,2.827882894617615
expanded_feature_set,payment_is_pc,Acquisition_context,membership_context,registration_or_payment_context,11904,11175,0.2990379776762276,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.2501680107526882,0.13369127516778523,0.11647673558490296,1.871236626613983
expanded_feature_set,reg_hour_afternoon,Acquisition_context,membership_context,registration_or_payment_context,11904,11175,0.036178528729404615,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.2474798387096774,0.2320357941834452,0.015444044526232215,1.0665588883843597
expanded_feature_set,reg_hour_evening,Acquisition_context,membership_context,registration_or_payment_context,11904,11175,0.18999840534800763,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.43119959677419356,0.33914988814317676,0.0920497086310168,1.2714130590901354
expanded_feature_set,reg_hour_morning,Acquisition_context,membership_context,registration_or_payment_context,11904,11175,-0.24376801241353174,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.14566532258064516,0.24125279642058164,-0.09558747383993649,0.6037870845099071
expanded_feature_set,reg_hour_night,Acquisition_context,membership_context,registration_or_payment_context,11904,11175,-0.030885914745585507,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.17565524193548387,0.18756152125279643,-0.011906279317312557,0.936520672055836
expanded_feature_set,reg_is_weekend,Acquisition_context,membership_context,registration_or_payment_context,11904,11175,0.07539892816786277,0,False,,False,"Observed promotion vs non-promotion difference only; not causal, not feature selection, not model evidence.",0.3772681451612903,0.3411185682326622,0.036149576928628135,1.1059736417044648
